block_height,market,position,account,coll_usd_e8,debt_usd_e8,health,health_low,health_high,liquidatable,dust
9049309,zest-v1,SP26NBGDCS4SR4G6R5FGCTHDBV2KQP8M2S6Q9Z5PG,SP26NBGDCS4SR4G6R5FGCTHDBV2KQP8M2S6Q9Z5PG,2762887531,1073135738,1.544756,1.544756,1.544756,no,false
9049309,zest-v1,SP26T18A9A751CM9V9BZJJ80WPRGERF4BSBJZN76W,SP26T18A9A751CM9V9BZJJ80WPRGERF4BSBJZN76W,1221786,95637,7.665146,7.665146,7.66521,no,true
9049309,zest-v1,SP26T3TJQ9H12MZ2K7A64YT40MPEAF557AHX6P4PB,SP26T3TJQ9H12MZ2K7A64YT40MPEAF557AHX6P4PB,3809254604,2537,900887.963106,900760.949064,901017.709721,no,true
9049309,zest-v1,SP26WMWG6PTR2QCH3XXPH5SZHH2FZ4WCSJJ32DBNP,SP26WMWG6PTR2QCH3XXPH5SZHH2FZ4WCSJJ32DBNP,3331879,427622,4.674987,4.674987,4.674987,no,true
9049309,zest-v1,SP26XS066PNXV9M28HP4EZVS7R36JWVGERW58H5KW,SP26XS066PNXV9M28HP4EZVS7R36JWVGERW58H5KW,32758774082,8083903200,2.431408,2.405878,2.456937,no,false
9049309,zest-v1,SP272A2XX6NQ94J6VFX7D3X68PV5F3XEK1QXKD8X8,SP272A2XX6NQ94J6VFX7D3X68PV5F3XEK1QXKD8X8,1125804620,412271022,1.638443,1.638443,1.638444,no,true
9049309,zest-v1,SP273SWYJNKJNS07QAJ6W3Q888CPKNTP00GRZCGVH,SP273SWYJNKJNS07QAJ6W3Q888CPKNTP00GRZCGVH,79862944,100066200,0.478861,0.473833,0.483889,yes,true
9049309,zest-v1,SP277ADH9HKSG5TTZ12DX14KS1SM7T4WXE4XX3T00,SP277ADH9HKSG5TTZ12DX14KS1SM7T4WXE4XX3T00,1871929763,1019355164,1.101832,1.101832,1.101832,no,false
9049309,zest-v1,SP27A5RMDF3CBPAW2FT361D5MDGFKBQNV63691K3B,SP27A5RMDF3CBPAW2FT361D5MDGFKBQNV63691K3B,564273563,123336700,2.74504,2.716217,2.773863,no,true
9049309,zest-v1,SP27AB49EX6YHKD4WJTEEFE4GK5G7VDFNQ9DGAYP5,SP27AB49EX6YHKD4WJTEEFE4GK5G7VDFNQ9DGAYP5,53461880985,25940313057,1.236574,1.236574,1.236574,no,false
9049309,zest-v1,SP27B3WMMG9VCQGCDQ7P9TYKXVS79BJ3ERZ4WNRJV,SP27B3WMMG9VCQGCDQ7P9TYKXVS79BJ3ERZ4WNRJV,95446294,66608300,0.859769,0.850742,0.868797,yes,true
9049309,zest-v1,SP27D0FTFXJFTJZ990VERKWMN7D28AMZ4VDVJE9ZZ,SP27D0FTFXJFTJZ990VERKWMN7D28AMZ4VDVJE9ZZ,4117633235,3402471819,1.08917,1.08917,1.08917,no,false
9049309,zest-v1,SP27D2PH9ZYCHPXQ9GYGT9X46PC92H2DH5SWV392D,SP27D2PH9ZYCHPXQ9GYGT9X46PC92H2DH5SWV392D,67850316,15027100,2.709118,2.680672,2.737564,no,true
9049309,zest-v1,SP27DSHVCV8WH5R85XSJDFS314VWG33FGZKJK7R8F,SP27DSHVCV8WH5R85XSJDFS314VWG33FGZKJK7R8F,10637584,64681,98.677361,98.677361,98.678677,no,true
9049309,zest-v1,SP27GFCXX32BRNNAY1PVVKNCAQ47XG4N038D9C9S7,SP27GFCXX32BRNNAY1PVVKNCAQ47XG4N038D9C9S7,17317669707,65772,157979.106979,157977.635512,157979.106979,no,true
